OTU NNgenome identity
embed8706 bdh 99.3
embed6830 bvu 99.3
embed13238 bdh 99.3
embed579 bvu 99.3
embed1304 bdh 99.3
embed18023 bvu 99.3
embed3977 bvu 99.3
embed6639 bdh 99.3
embed674 bvu 99.3
embed1468 bdh 99.3
embed5113 bvu 99.3
embed10308 bdh 99.3
embed2284 bvu 99.3
embed4864 bdh 99.3
embed13239 bvu 99.3
embed24577 bdh 99.3
embed570 bvu 99.3
embed1209 bdh 99.3
embed2987 bvu 99.3
embed7539 bdh 99.3
embed4192 bvu 99.3
embed9713 bdh 99.3
embed661 bvu 99.3
embed1411 bdh 99.3
embed5405 bvu 99.3
embed9581 bdh 99.3
embed24578 bvu 99.3
embed867 bvu 99.3
embed2064 bdh 99.3
embed12192 bvu 99.3
embed22480 bdh 99.3
embed3427 bvu 99.3
embed7902 bdh 99.3
embed701 bvu 99.3
embed1537 bdh 99.3
embed2199 bvu 99.3
embed5494 bdh 99.3
embed11712 bvu 99.3
embed20012 bdh 99.3
embed1044 bvu 99.3
embed2794 bdh 99.3
embed1449 bvu 99.3
embed3402 bdh 99.3
embed12937 bvu 99.3
embed18024 bdh 99.3
embed673 bvu 99.3
embed1465 bdh 99.3
embed9300 bvu 99.3
embed14825 bdh 99.3
embed8179 bvu 99.3
embed17476 bdh 99.3
embed1491 bvu 99.3
embed3616 bdh 99.3
embed18025 bvu 99.3
embed1264 bvu 99.3
embed3138 bdh 99.3
embed5444 bvu 99.3
embed6702 bdh 99.3
embed903 bvu 99.3
embed2241 bdh 99.3
embed5052 bvu 99.3
embed9445 bdh 99.3
embed18669 bvu 99.3
embed1036 bvu 99.3
embed2837 bdh 99.3
embed2421 bvu 99.3
embed5331 bdh 99.3
embed1285 bvu 99.3
embed2638 bdh 99.3
embed17477 bvu 99.3
embed774 bvu 99.3
embed1601 bdh 99.3
embed12193 bvu 99.3
embed21605 bdh 99.3
embed16995 bvu 99.3
embed780 bvu 99.3
embed1744 bdh 99.3
embed24579 bvu 99.3
embed2929 bvu 99.3
embed6640 bdh 99.3
embed5495 bvu 99.3
embed1323 bvu 99.3
embed2964 bdh 99.3
embed13812 bvu 99.3
embed11713 bdh 98.6
embed14826 bdh 99.3
embed904 bdh 98.6
embed1907 bdh 99.3
embed16996 bdh 98.6
embed1914 bdh 98.6
embed4377 bdh 99.3
embed2458 bdh 98.6
embed5530 bdh 99.3
embed10500 bdh 98.6
embed23490 bdh 99.3
embed1176 bdh 98.6
embed1614 bdh 99.3
embed23491 bdh 98.6
embed13240 bvu 99.3
embed633 bvu 99.3
embed10837 bvu 99.3
embed23492 bvu 99.3
embed14478 bvu 99.3
embed726 bvu 99.3
embed20013 bvu 99.3
embed1083 bvu 99.3
embed2271 bvu 99.3
embed3005 bvu 99.3
embed10309 bvu 99.3
embed3281 bvu 99.3
embed664 bvu 99.3
embed9714 bvu 99.3
embed1258 bvu 99.3
embed14159 bvu 99.3
embed3113 bvu 99.3
embed11714 bvu 99.3
embed840 bvu 99.3
embed7813 bvu 99.3
embed804 bvu 99.3
embed25816 bvu 99.3
embed2339 bvu 99.3
embed3153 bvu 99.3
embed1788 bvu 99.3
embed18026 bvu 99.3
embed7401 bvu 99.3
embed3 bvu 100
embed3319 bvu 99.3
embed15607 bvu 99.3
embed7402 bvu 98.6
embed10310 bvu 98.6
embed14827 bvu 97.9
embed1305 bvu 99.3
embed808 bvu 99.3
embed11475 bvu 98.6
embed7632 bvu 99.3
embed481 bvu 99.3
embed1998 bvu 99.3
embed2785 bvu 99.3
embed13813 bvu 98.6
embed18027 bvu 98.6
embed4518 bvu 99.3
embed19291 bvu 99.3
embed512 bvu 99.3
embed11948 bvu 99.3
embed751 bvu 99.3
embed11034 bvu 99.3
embed18670 bvu 98.6
embed4519 bvu 99.3
embed604 bvu 99.3
embed5936 bvu 99.3
embed5937 bvu 99.3
embed3861 bvu 99.3
embed9041 bdh 99.3
embed993 bdh 99.3
embed6116 bdh 99.3
embed1502 bdh 99.3
embed2454 bdh 99.3
embed4790 bdh 99.3
embed6772 bdh 99.3
embed16493 bdh 99.3
embed7991 bdh 99.3
embed1459 bdh 99.3
embed14828 bdh 99.3
embed2786 bdh 99.3
embed6338 bdh 99.3
embed1999 bdh 99.3
embed15204 bdh 99.3
embed1748 bdh 99.3
embed5286 bdh 99.3
embed6892 bdh 99.3
embed4520 bdh 99.3
embed13814 bdh 99.3
embed29 bdh 100
embed5026 bdh 99.3
embed15608 bdh 98.6
embed21606 bdh 98.6
embed3428 bdh 99.3
embed1780 bdh 99.3
embed12938 bdh 99.3
embed1084 bdh 99.3
embed4521 bdh 99.3
embed6574 bdh 99.3
embed9582 bdh 99.3
embed1108 bdh 99.3
embed19292 bdh 99.3
embed1960 bdh 99.3
embed3139 bdh 99.3
embed8707 bdh 99.3
embed1300 bdh 99.3
embed10838 bdh 99.3
embed9042 bdh 99.3
embed8283 bdh 99.3
embed1680 bdh 99.3
embed24580 bdh 98.6
embed506 bdh 98.6
embed805 bdh 99.3
embed582 bdh 98.6
embed1018 bdh 98.6
embed21607 bdh 97.9
embed1977 bdh 99.3
embed1635 bdh 98.6
embed5332 bdh 99.3
embed5653 bdh 98.6
embed12939 bdh 99.3
embed2033 bdh 98.6
embed4730 bdh 99.3
embed15205 bdh 98.6
embed909 bdh 98.6
embed2102 bdh 99.3
embed13549 bdh 98.6
embed23493 bdh 99.3
embed8591 bvu 99.3
embed18028 bdh 99.3
embed591 bvu 99.3
embed1364 bdh 99.3
embed3834 bvu 99.3
embed9154 bdh 99.3
embed6170 bvu 99.3
embed12194 bdh 99.3
embed890 bvu 99.3
embed2940 bdh 99.3
embed10157 bvu 99.3
embed20014 bdh 99.3
embed521 bvu 99.3
embed1195 bdh 99.3
embed12425 bvu 99.3
embed1444 bvu 99.3
embed3260 bdh 99.3
embed14160 bvu 99.3
embed18671 bdh 99.3
embed595 bvu 99.3
embed1291 bdh 99.3
embed16041 bvu 99.3
embed21608 bvu 99.3
embed626 bvu 99.3
embed1298 bdh 99.3
embed16494 bvu 99.3
embed665 bvu 99.3
embed1356 bdh 99.3
embed11476 bvu 99.3
embed18672 bdh 99.3
embed1004 bvu 99.3
embed2257 bdh 99.3
embed19293 bvu 99.3
embed3649 bvu 99.3
embed8180 bdh 99.3
embed858 bvu 99.3
embed2065 bdh 99.3
embed2214 bvu 99.3
embed4999 bdh 99.3
embed5990 bvu 99.3
embed11949 bdh 99.3
embed632 bvu 99.3
embed1379 bdh 99.3
embed11715 bvu 99.3
embed25817 bdh 99.3
embed796 bvu 99.3
embed1834 bdh 99.3
embed11716 bvu 99.3
embed20015 bdh 99.3
embed7470 bvu 99.3
embed16042 bdh 99.3
embed1372 bvu 99.3
embed3670 bdh 99.3
embed2049 bvu 99.3
embed4791 bdh 99.3
embed745 bvu 99.3
embed1915 bdh 99.3
embed3282 bvu 99.3
embed8944 bdh 99.3
embed873 bvu 99.3
embed2108 bdh 99.3
embed20805 bvu 99.3
embed2086 bvu 99.3
embed5720 bdh 99.3
embed1226 bvu 99.3
embed2670 bdh 99.3
embed344 bvu 99.3
embed868 bdh 99.3
embed3772 bvu 99.3
embed5847 bdh 99.3
embed961 bvu 99.3
embed2087 bdh 99.3
embed477 bvu 99.3
embed1061 bdh 99.3
embed8396 bvu 99.3
embed19294 bdh 99.3
embed4174 bvu 99.3
embed8284 bdh 99.3
embed455 bvu 99.3
embed1100 bdh 99.3
embed2746 bvu 99.3
embed6171 bdh 99.3
embed9301 bvu 99.3
embed18673 bdh 99.3
embed14829 bvu 99.3
embed514 bvu 99.3
embed1152 bdh 99.3
embed1110 bvu 99.3
embed2930 bdh 99.3
embed2229 bvu 99.3
embed5148 bdh 99.3
embed16997 bvu 99.3
embed14479 bdh 99.3
embed628 bvu 99.3
embed1275 bdh 99.3
embed7403 bvu 99.3
embed16495 bdh 99.3
embed1333 bvu 99.3
embed3062 bdh 99.3
embed2553 bvu 99.3
embed4284 bdh 99.3
embed2443 bvu 99.3
embed7903 bdh 99.3
embed3912 bvu 99.3
embed8285 bdh 99.3
embed609 bvu 99.3
embed1330 bdh 99.3
embed2532 bvu 99.3
embed8399 bdh 99.3
embed5445 bvu 99.3
embed9447 bdh 99.3
embed6080 bvu 99.3
embed11037 bdh 99.3
embed20807 bvu 99.3
embed25819 bdh 99.3
embed21609 boa 99.3
embed25820 bcel 99.3
embed10502 boa 97.1
embed13815 boa 97.1
embed22484 bcel 99.3
embed14162 bcel 99.3
embed10312 bcel 99.3
embed5115 bcel 99.3
embed25821 bcel 99.3
embed22486 bcel 99.3
embed8593 bcel 99.3
embed7994 bcel 99.3
embed9161 bcel 99.3
embed12427 bcel 99.3
embed9844 bcel 99.3
embed20018 bcel 99.3
embed8290 bcel 99.3
embed20019 bcel 99.3
embed23497 bcel 99.3
embed13242 bcel 99.3
embed18032 bcel 99.3
embed11719 bcel 99.3
embed10159 bcel 99.3
embed11720 bcel 99.3
embed14836 bcel 99.3
embed12941 bcel 99.3
embed20020 bcel 99.3
embed2965 bcel 99.3
embed20021 bcel 99.3
embed6408 bcel 99.3
embed9044 bcel 99.3
embed13550 bcel 99.3
embed10504 bcel 99.3
embed14163 bcel 99.3
embed25822 bcel 99.3
embed10313 bcel 99.3
embed65 bcel 100
embed6832 bcel 99.3
embed14164 bcel 99.3
embed6230 bcel 99.3
embed10843 bcel 99.3
embed8401 bcel 99.3
embed11721 bcel 99.3
embed20022 bcel 99.3
embed12942 bcel 99.3
embed8181 bcel 99.3
embed7171 bcel 99.3
embed18033 bcel 99.3
embed7541 bcel 99.3
embed7995 bcel 99.3
embed8099 bcel 99.3
embed13551 bcel 99.3
embed15614 bcel 99.3
embed11040 bcel 99.3
embed11041 bcel 99.3
embed4286 bcel 99.3
embed8402 bcel 99.3
embed13243 bcel 99.3
embed20023 bcel 99.3
embed4901 bcel 99.3
embed12195 bcel 99.3
embed15211 bcel 99.3
embed6513 bcel 99.3
embed8182 bcel 99.3
embed6642 bcel 99.3
embed7099 bcel 99.3
embed11480 bcel 99.3
embed17002 bcel 99.3
embed14165 bcel 99.3
embed14166 bcel 99.3
embed5992 boa 97.1
embed17485 boa 97.1
embed4094 boa 97.1
embed345 bcel 97.1
embed6409 boa 97.1
embed7815 boa 97.1
embed25827 boa 97.1
embed24591 boa 97.1
embed4210 boa 97.1
embed23501 boa 97.1
embed4867 boa 97.1
embed14837 boa 97.1
embed5573 boa 97.1
embed16500 boa 97.1
embed5365 boa 97.1
embed23502 boa 97.1
embed5532 boa 97.1
embed7542 boa 97.1
embed18680 boa 97.1
embed5116 boa 97.1
embed13821 boa 97.1
embed11044 boa 97.1
embed11954 boa 97.1
embed5574 boa 97.1
embed10672 boa 97.1
embed11245 boa 97.1
embed7172 boa 97.1
embed21613 boa 97.1
embed9845 boa 97.1
embed14167 boa 97.1
embed8708 boa 97.1
embed7025 boa 97.1
embed6339 boa 97.1
embed15214 boa 97.1
embed15215 boa 98.6
embed12944 boa 97.9
embed25828 boa 97.1
embed6948 boa 97.1
embed13244 boa 97.1
embed16501 boa 97.1
embed15216 boa 97.1
embed21614 boa 97.1
embed3693 boa 97.1
embed9716 boa 97.1
embed6231 boa 97.1
embed7996 boa 97.1
embed18035 boa 97.1
embed22489 boa 97.1
embed18681 boa 97.1
embed5198 boa 97.1
embed19304 boa 97.1
embed17486 boa 97.1
embed9303 boa 97.1
embed13552 boa 97.1
embed19305 boa 97.1
embed17487 boa 97.1
embed16502 boa 97.1
embed3650 boa 97.1
embed3308 boa 97.1
embed38 boa 97.9
embed16049 boa 97.1
embed17005 boa 97.1
embed13553 boa 97.1
embed3617 boa 97.1
embed9997 boa 97.1
embed24592 boa 97.1
embed6576 boa 97.1
embed13245 boa 97.1
embed9998 boa 97.1
embed3824 boa 97.1
embed22490 boa 97.1
embed6283 boa 97.1
embed17006 boa 97.1
embed4819 boa 97.1
embed24593 boa 97.1
embed24594 boa 97.1
embed21615 boa 97.1
embed16503 boa 97.1
embed7318 boa 97.1
embed6174 boa 97.1
embed8100 boa 97.1
embed7816 bdh 97.1
embed14168 boa 97.1
embed7173 boa 97.1
embed5000 boa 97.1
embed13246 boa 97.1
embed4523 boa 97.1
embed11246 boa 97.1
embed4679 boa 97.1
embed4902 boa 97.1
embed5149 boa 97.1
embed8945 boa 97.1
embed22491 boa 97.1
embed9162 boa 97.1
embed13822 boa 97.1
embed5239 boa 97.1
embed7026 boa 97.1
embed10314 boa 97.1
embed14483 boa 97.1
embed8594 boa 97.1
embed7732 boa 97.1
embed18682 boa 97.1
embed11481 boa 97.1
embed3018 boa 97.1
embed8946 boa 97.1
embed7319 boa 97.1
embed4264 boa 97.1
embed3978 boa 97.1
embed20815 boa 97.1
embed4402 boa 97.1
embed10505 boa 97.1
embed15217 boa 97.1
embed5533 boa 97.1
embed6949 boa 97.1
embed9045 boa 97.1
embed18683 boa 97.1
embed7407 bcel 99.3
embed11248 boa 97.1
embed14486 boa 99.3
embed9448 bdh 99.3
embed11483 boa 99.3
embed13825 bdh 99.3
embed13248 boa 99.3
embed11484 bth 99.3
embed14487 bdh 99.3
embed8291 bth 99.3
embed4699 bth 99.3
embed21624 bth 99.3
embed7409 bth 99.3
embed7999 bth 99.3
embed7471 bth 99.3
embed9846 bth 99.3
embed11045 bth 99.3
embed23507 bth 99.3
embed7410 bth 99.3
embed16054 bth 99.3
embed8185 bth 99.3
embed21625 bth 99.3
embed23508 bth 99.3
embed22497 bth 99.3
embed11724 bth 99.3
embed20820 bth 99.3
embed9847 bth 99.3
embed9719 bth 99.3
embed8292 bth 99.3
embed20821 bth 99.3
embed9449 bth 99.3
embed24605 bth 99.3
embed20822 bdh 97.1
embed6285 bdh 97.1
embed24606 bth 99.3
embed5654 bth 99.3
embed17010 bth 99.3
embed8186 bth 99.3
embed14488 bth 99.3
embed18691 bth 99.3
embed22498 bth 99.3
embed24607 bth 99.3
embed25835 bth 99.3
embed3876 bth 99.3
embed3354 bth 99.3
embed13 bth 100
embed10844 bth 99.3
embed17011 bth 99.3
embed5086 bth 99.3
embed15219 bth 99.3
embed11955 bth 99.3
embed11046 bth 99.3
embed5496 bth 99.3
embed10506 bth 99.3
embed6082 bth 99.3
embed5938 bth 99.3
embed6462 bth 99.3
embed2875 bdh 97.9
embed12685 bth 99.3
embed7175 bth 99.3
embed6234 bth 99.3
embed17012 bth 99.3
embed6644 bth 99.3
embed7248 bth 99.3
embed7320 bth 99.3
embed11047 bth 99.3
embed14171 bth 99.3
embed7029 bth 99.3
embed10845 bth 99.3
embed18692 bth 99.3
embed13826 bth 99.3
embed11048 bth 99.3
embed4096 bth 99.3
embed7249 bth 99.3
embed12686 bth 99.3
embed6577 bth 99.3
embed5535 bth 99.3
embed5849 bth 99.3
embed25836 bth 99.3
embed8000 bth 99.3
embed16055 bth 99.3
embed8293 bth 99.3
embed333 bth 97.1
embed278 bdh 97.1
embed5366 bdh 99.3
embed19314 bdh 99.3
embed6578 bth 99.3
embed11049 bdh 99.3
embed11050 bdh 99.3
embed2072 bdh 99.3
embed3928 bdh 99.3
embed19315 bdh 99.3
embed20031 bdh 99.3
embed24608 bdh 99.3
embed4194 bdh 99.3
embed23510 bdh 99.3
embed4316 bdh 99.3
embed12197 bdh 99.3
embed4346 bdh 99.3
embed18693 bdh 99.3
embed19316 bdh 99.3
embed5150 bdh 99.3
embed23511 bdh 99.3
embed5722 bdh 99.3
embed20823 bdh 99.3
embed5408 bdh 99.3
embed13827 bdh 99.3
embed7907 bdh 99.3
embed9306 bdh 99.3
embed4467 bdh 99.3
embed9848 bdh 99.3
embed8710 bdh 99.3
embed25837 bdh 99.3
embed6834 bdh 99.3
embed6897 bdh 99.3
embed11725 bdh 99.3
embed6775 bdh 99.3
embed5367 bdh 99.3
embed5200 bdh 99.3
embed15220 bdh 99.3
embed23512 bdh 99.3
embed8404 bdh 99.3
embed4406 bdh 99.3
embed14172 bdh 99.3
embed17490 bdh 99.3
embed4524 bdh 99.3
embed21626 bdh 99.3
embed16512 bdh 99.3
embed3740 bdh 99.3
embed17491 bdh 99.3
embed5201 bdh 99.3
embed7100 bdh 99.3
embed14489 bdh 99.3
embed18039 bdh 99.3
embed7817 bdh 99.3
embed16056 bdh 99.3
embed9450 bdh 99.3
embed25838 bdh 99.3
embed19317 bdh 99.3
embed13555 bdh 99.3
embed14490 bdh 99.3
embed4211 bdh 99.3
embed5053 bdh 99.3
embed17013 bdh 98.6
embed77 bdh 100
embed12687 bdh 99.3
embed24609 bdh 99.3
embed23513 bdh 99.3
embed16057 bdh 99.3
embed3618 bdh 99.3
embed8487 bdh 99.3
embed6286 bdh 99.3
embed13828 bdh 99.3
embed21627 bdh 99.3
embed3596 bdh 99.3
embed20824 bdh 99.3
embed7411 bdh 99.3
embed2707 bdh 99.3
embed7635 bdh 99.3
embed3836 bdh 99.3
embed17492 bdh 99.3
embed22499 bdh 99.3
embed12198 bdh 99.3
embed4287 bdh 99.3
embed10676 bdh 99.3
embed10677 bdh 99.3
embed22500 bdh 99.3
embed13556 bdh 99.3
embed5803 bdh 99.3
embed4605 bdh 99.3
embed16058 bdh 99.3
embed3672 bdh 99.3
embed8819 bdh 99.3
embed4641 bdh 99.3
embed4114 bdh 99.3
embed4036 bdh 99.3
embed6579 bdh 99.3
embed25839 bdh 99.3
embed5767 bdh 99.3
embed11249 bdh 99.3
embed4407 bdh 99.3
embed5497 bdh 99.3
embed8294 bdh 99.3
embed14491 bdh 99.3
embed4347 bdh 99.3
embed16513 bdh 99.3
embed5655 bdh 99.3
embed18040 bdh 99.3
embed6950 bdh 99.3
embed2943 bdh 99.3
embed9849 bdh 99.3
embed5939 bdh 99.3
embed4177 bdh 99.3
embed17493 bdh 99.3
embed3652 bdh 99.3
embed20825 bdh 99.3
embed3896 bdh 99.3
embed11956 bdh 99.3
embed12199 bdh 99.3
embed17494 bdh 99.3
embed4317 bdh 99.3
embed20032 bdh 99.3
embed5993 bdh 99.3
embed10160 bdh 99.3
embed20826 bdh 97.1
embed3094 boa 99.3
embed2795 bdh 99.3
embed24610 bdh 99.3
embed23514 bth 97.9
embed1801 bth 99.3
embed3519 boa 99.3
embed24611 boa 99.3
embed12946 boa 99.3
embed4065 boa 99.3
embed24612 boa 98.6
embed4408 bdh 99.3
embed4238 boa 99.3
embed24613 boa 99.3
embed2258 boa 99.3
embed16514 boa 98.6
embed12947 boa 99.3
embed18694 boa 99.3
embed3063 boa 99.3
embed25840 boa 98.6
embed12200 boa 99.3
embed3119 boa 99.3
embed20827 boa 99.3
embed11485 boa 99.3
embed2796 boa 99.3
embed20033 boa 98.6
embed17495 boa 99.3
embed24614 boa 99.3
embed3355 boa 99.3
embed23515 boa 99.3
embed4115 boa 99.3
embed13249 boa 99.3
embed3026 boa 99.3
embed25841 boa 98.6
embed11051 boa 99.3
embed5611 boa 99.3
embed7908 boa 99.3
embed3167 boa 99.3
embed9163 boa 99.3
embed8711 boa 99.3
embed5054 boa 99.3
embed25842 boa 99.3
embed5891 boa 99.3
embed11957 boa 99.3
embed4131 boa 99.3
embed4212 boa 99.3
embed3336 boa 99.3
embed21628 boa 99.3
embed20828 boa 99.3
embed4158 boa 99.3
embed9164 boa 99.3
embed8488 bdh 97.1
embed15616 boa 99.3
embed5446 boa 99.3
embed12428 boa 99.3
embed2427 boa 99.3
embed11250 boa 99.3
embed3374 boa 99.3
embed5334 boa 99.3
embed12429 boa 99.3
embed14173 boa 99.3
embed24615 boa 99.3
embed5242 boa 99.3
embed20829 boa 99.3
embed6776 boa 99.3
embed18695 boa 99.3
embed19318 boa 99.3
embed13250 boa 99.3
embed14174 boa 99.3
embed2016 boa 99.3
embed2505 boa 99.3
embed7321 boa 98.6
embed18696 boa 98.6
embed5 boa 100
embed16059 boa 99.3
embed13251 boa 99.3
embed16060 boa 99.3
embed1942 boa 99.3
embed6235 boa 99.3
embed22501 boa 99.3
embed4680 boa 99.3
embed10678 boa 99.3
embed25843 boa 99.3
embed15221 boa 99.3
embed2347 boa 99.3
embed4574 boa 99.3
embed4213 boa 99.3
embed2242 boa 99.3
embed19319 boa 99.3
embed23516 boa 99.3
embed19320 boa 99.3
embed9165 boa 99.3
embed2696 boa 99.3
embed23517 boa 98.6
embed199 boa 99.3
embed16061 boa 98.6
embed23518 boa 98.6
embed20830 boa 98.6
embed1306 boa 99.3
embed4731 bdh 97.9
embed20831 boa 99.3
embed12948 boa 99.3
embed1866 boa 99.3
embed23519 boa 98.6
embed2475 boa 99.3
embed20034 boa 98.6
embed177 boa 99.3
embed2515 boa 99.3
embed21629 boa 98.6
embed13557 boa 99.3
embed5656 boa 99.3
embed2222 boa 99.3
embed19321 boa 98.6
embed8295 boa 99.3
embed2611 boa 99.3
embed22502 boa 98.6
embed3064 boa 99.3
embed2876 boa 99.3
embed20832 boa 98.6
embed5117 boa 99.3
embed19322 boa 99.3
embed5087 boa 99.3
embed10317 boa 99.3
embed23520 boa 99.3
embed2824 boa 99.3
embed3635 boa 99.3
embed23521 boa 99.3
embed8595 boa 99.3
embed12430 boa 99.3
embed8947 boa 99.3
embed19323 boa 99.3
embed4178 boa 99.3
embed18697 boa 99.3
embed6835 boa 99.3
embed1514 boa 99.3
embed17014 boa 98.6
embed23522 boa 98.6
embed5498 boa 99.3
embed19324 boa 98.6
embed4348 boa 99.3
embed2223 boa 99.3
embed20833 boa 98.6
embed21630 boa 99.3
embed2051 boa 99.3
embed18698 boa 98.6
embed16062 boa 99.3
embed2406 boa 99.3
embed11958 boa 99.3
embed11486 boa 99.3
embed3155 boa 99.3
embed22503 boa 99.3
embed4969 boa 99.3
embed5723 boa 99.3
embed22504 boa 98.6
embed24616 boa 99.3
embed5447 bth 99.3
embed2606 bdh 99.3
embed2971 boa 99.3
embed23523 boa 98.6
embed12688 bdh 99.3
embed16515 boa 99.3
embed24617 bdh 99.3
embed22505 boa 99.3
embed11959 bvu 99.3
embed20834 bvu 99.3
embed19325 bdh 99.3
embed24619 boa 99.3
embed14492 bvu 99.3
embed826 bvu 99.3
embed1846 bdh 99.3
embed12201 bcel 99.3
embed6514 boa 97.1
embed10507 bth 99.3
embed5657 bdh 99.3
embed4409 boa 99.3
embed6951 bvu 99.3
embed17496 bdh 99.3
embed24621 bvu 99.3
embed877 bvu 99.3
embed2000 bdh 99.3
embed8948 bcel 99.3
embed6175 boa 97.1
embed6898 bth 99.3
embed6236 bdh 99.3
embed2575 boa 99.3
embed14493 bvu 99.3
embed549 bvu 99.3
embed1210 bdh 99.3
embed10508 bcel 99.3
embed20035 boa 98.6
embed6042 boa 97.1
embed13829 pdi 98.6
embed2533 pdi 99.3
embed9451 bth 99.3
embed3284 bdh 99.3
embed2534 boa 99.3
embed21632 boa 98.6
embed20835 bvu 99.3
embed423 bvu 99.3
embed971 bdh 99.3
embed5892 bcel 99.3
embed3825 boa 97.1
embed5088 bth 99.3
embed3261 bdh 99.3
embed1881 boa 99.3
embed20036 pdi 99.3
embed25845 pdi 99.3
embed8001 pdi 99.3
embed15222 pdi 99.3
embed23524 pdi 99.3
embed17015 pdi 97.1
embed1009 pdi 97.9
embed1117 pdi 97.1
embed3320 pdi 98.6
embed23525 pdi 97.9
embed23526 pdi 98.6
embed5202 pdi 99.3
embed2259 sphn 100
embed20037 pdi 98.6
embed8820 pdi 99.3
embed17497 pdi 98.6
embed16063 pdi 99.3
embed4970 pdi 98.6
embed15223 pdi 99.3
embed9720 pdi 99.3
embed24624 pdi 98.6
embed6777 pdi 99.3
embed11487 pdi 99.3
embed25846 pdi 99.3
embed8821 pdi 99.3
embed6952 pdi 99.3
embed7909 pdi 99.3
embed8188 pdi 99.3
embed20836 pdi 99.3
embed9166 pdi 99.3
embed20038 pdi 98.6
embed14844 pdi 99.3
embed14175 pdi 99.3
embed6515 pdi 99.3
embed9453 pdi 99.3
embed10679 pdi 99.3
embed18699 pdi 99.3
embed24625 pdi 99.3
embed25847 pdi 98.6
embed10846 pdi 99.3
embed9584 pdi 98.6
embed107 pdi 99.3
embed3356 pdi 98.6
embed14495 pdi 98.6
embed24626 pdi 97.9
embed16516 pdi 98.6
embed24627 pdi 99.3
embed12431 pdi 99.3
embed10847 pdi 99.3
embed17016 pdi 99.3
embed15224 pdi 99.3
embed12951 pdi 99.3
embed9167 pdi 99.3
embed16064 pdi 99.3
embed14496 pdi 99.3
embed15 pdi 100
embed22507 pdi 99.3
embed12202 pdi 99.3
embed5151 pdi 99.3
embed12952 pdi 99.3
embed6287 pdi 99.3
embed6953 pdi 99.3
embed18041 pdi 99.3
embed20837 pdi 99.3
embed9454 pdi 99.3
embed10161 pdi 99.3
embed5658 pdi 99.3
embed5724 pdi 99.3
embed16065 pdi 98.6
embed2910 pdi 99.3
embed7472 pdi 99.3
embed14176 pdi 99.3
embed14845 pdi 99.3
embed7818 pdi 99.3
embed6836 pdi 99.3
embed8296 pdi 99.3
embed25848 pdi 98.6
embed5612 pdi 99.3
embed6899 pdi 99.3
embed19327 pdi 98.6
embed4642 pdi 99.3
embed22508 pdi 99.3
embed10000 pdi 99.3
embed11053 pdi 99.3
embed10001 pdi 99.3
embed24628 pdi 99.3
embed7543 pdi 99.3
embed20039 pdi 98.6
embed9168 pdi 99.3
embed24629 pdi 98.6
embed4468 pdi 99.3
embed9455 pdi 99.3
embed20838 pdi 99.3
embed19328 pdi 98.6
embed5028 pdi 99.3
embed7544 pdi 99.3
embed9307 pdi 99.3
embed12203 pdi 99.3
embed23527 pdi 98.6
embed6411 pdi 99.3
embed8406 pdi 99.3
embed22509 pdi 99.3
embed12432 pdi 99.3
embed14846 pdi 98.6
embed13830 pdi 99.3
embed13252 pdi 99.3
embed24630 pdi 97.1
embed9169 pdi 97.9
embed6412 pdi 97.1
embed9850 pah 98.6
embed13831 pdi 99.3
embed7177 pdi 99.3
embed5152 bvu 99.3
embed8490 bdh 99.3
embed20040 bdh 99.3
embed20840 boa 99.3
embed7101 bvu 99.3
embed16519 bdh 99.3
embed21633 boa 99.3
embed4681 bvu 99.3
embed7733 bdh 99.3
embed20041 bdh 99.3
embed13253 boa 99.3
embed1539 bvu 99.3
embed3242 bdh 99.3
embed25849 bcel 99.3
embed12204 boa 97.1
embed14497 bth 99.3
embed7545 bdh 99.3
embed6646 boa 99.3
embed25850 pdi 99.3
embed556 bvu 99.3
embed1248 bdh 99.3
embed7178 bcel 99.3
embed4971 boa 97.1
embed6413 bth 99.3
embed3720 bdh 99.3
embed2459 boa 99.3
embed21634 boa 98.6
embed7819 pdi 99.3
embed1374 bvu 99.3
embed3140 bdh 99.3
embed23530 bcel 99.3
embed10163 boa 97.1
embed16066 bth 99.3
embed6176 bdh 99.3
embed6954 boa 99.3
embed25851 pdi 99.3
embed681 bvu 99.3
embed1418 bdh 99.3
embed9308 bcel 99.3
embed5659 boa 97.1
embed9309 bth 99.3
embed4936 bdh 99.3
embed3403 boa 99.3
embed25852 boa 98.6
embed8189 pdi 99.3
embed20043 bvu 99.3
embed22510 bdh 99.3
embed1406 bvu 99.3
embed3636 bdh 99.3
embed13254 boa 97.1
embed8190 bdh 99.3
embed9585 boa 99.3
embed1086 bvu 99.3
embed2738 bdh 99.3
embed15618 bcel 99.3
embed9310 boa 97.1
embed20044 bth 99.3
embed7250 bdh 99.3
embed6516 boa 99.3
embed13832 pdi 99.3
embed1529 bvu 99.3
embed3814 bdh 99.3
embed7251 bcel 99.3
embed5118 boa 97.1
embed5614 bdh 99.3
embed3321 boa 99.3
embed2838 bvu 99.3
embed5940 bdh 99.3
embed21636 boa 97.1
embed20045 bdh 99.3
embed11960 boa 99.3
embed3053 bvu 99.3
embed5244 bdh 99.3
embed24631 boa 97.1
embed15227 bdh 99.3
embed10680 boa 99.3
embed11252 bvu 99.3
embed23531 bdh 99.3
embed4117 bvu 99.3
